DO_ID	ICD10CM_ID
DOID:1612	C50-C50
DOID:2945	J12.81
DOID:2973	N17.1
DOID:2972	N28.0
DOID:2977	E72.53
DOID:1649	C50.31
DOID:1631	D48.6
DOID:2962	Q87.1
DOID:2965	M71.9
DOID:2964	M77.9
DOID:1639	A18.0
DOID:2908	Q75.4
DOID:2907	Q87.0
DOID:0110975	Q73.8
DOID:0090001	Q87.0
DOID:0110973	Q87.5
DOID:0090006	Q60.4
DOID:0090005	G71.1
DOID:0090004	Q77.7
DOID:0090003	G60.0
DOID:0090009	D84.8
DOID:2914	D89.9
DOID:0090008	D84.8
DOID:2913	K85
DOID:2913	K85.9
DOID:0090007	D84.8
DOID:0110970	Q73.8
DOID:5172	D07.0
DOID:0110968	Q73.8
DOID:0110967	Q73.8
DOID:0110965	Q73.8
DOID:0110963	Q73.8
DOID:0110962	Q73.8
DOID:0110961	E75.2
DOID:0110960	E75.2
DOID:0090020	Q71.6
DOID:0110957	E75.2
DOID:0090024	Q87.2
DOID:0090023	Q71.6
DOID:0090022	Q71.6
DOID:0090021	Q71.6
DOID:0090028	G11.1
DOID:1602	I88.1
DOID:1602	I88.9
DOID:1602	L04
DOID:1602	L04.9
DOID:0090027	Q71.6
DOID:0090026	Q71.6
DOID:0090025	Q71.6
DOID:0110959	E75.2
DOID:2935	D72.0
DOID:2935	E70.330
DOID:0090029	E85.0
DOID:0110958	E75.2
DOID:2917	D89.1
DOID:2916	C88.9
DOID:0110946	Q78.2
DOID:0090013	D81.1
DOID:0090012	D81.1
DOID:0090011	D84.8
DOID:0090010	D84.8
DOID:0090017	Q81.0
DOID:0090016	D46.7
DOID:2921	N05
DOID:2921	N08
DOID:0090015	Q78.4
DOID:0090014	D81.2
DOID:2926	Q87.2
DOID:0110949	E70.3
DOID:0090019	E78.0
DOID:0110948	E70.3
DOID:0090018	E85.0
DOID:0090042	G24.1
DOID:0090041	G24.1
DOID:0090046	G24.1
DOID:0090045	G24.8
DOID:0090044	G24.8
DOID:0090043	G24.1
DOID:0090049	G24.8
DOID:0090048	G24.1
DOID:0090047	G24.8
DOID:0090031	E71.3
DOID:0090030	E27.8
DOID:0090034	G24.1
DOID:0090032	Q77.7
DOID:0090039	G24.1
DOID:0090038	G24.1
DOID:0090037	G24.1
DOID:5162	I70
DOID:0090071	E23.0
DOID:0090070	E23.0
DOID:0090064	L50.2
DOID:0090063	E85.0
DOID:0090062	L50.2
DOID:0090061	L50.2
DOID:6498	L82
DOID:6498	L82.1
DOID:0090067	Q74.8
DOID:0090065	L50.2
DOID:0050886	G11.4
DOID:0090060	E13
DOID:0090053	G24.8
DOID:0090052	G24.8
DOID:0090051	G24.8
DOID:0090050	G24.1
DOID:0090057	G24.1
DOID:0090056	G24.1
DOID:0090055	G24.1
DOID:0090054	G24.8
DOID:5158	C38.4
DOID:0090058	G24.1
DOID:0060315	K13.3
DOID:13447	H18.02
DOID:13446	I65.1
DOID:0060317	J85.2
DOID:12117	J84.02
DOID:0060316	Q87.0
DOID:12118	J84.03
DOID:13448	H18.05
DOID:0060319	I46
DOID:0060318	C92.4
DOID:0060318	C92.40
DOID:8970	A81.1
DOID:0060311	J35.2
DOID:0060310	K12.2
DOID:0060313	Q32.0
DOID:0060312	K13.0
DOID:13450	B38
DOID:13450	B38.9
DOID:12120	J84.01
DOID:13452	H15.0
DOID:13452	H15.00
DOID:12123	J84.10
DOID:13453	A54.49
DOID:12124	H15.11
DOID:12125	H16.23
DOID:0060326	Q05
DOID:0060325	D26
DOID:0060325	D26.9
DOID:0060328	K60.3
DOID:0060327	Q79.2
DOID:12129	F50.2
DOID:0060329	O00
DOID:0060329	O00.9
DOID:0060320	K40
DOID:0060320	K40.90
DOID:0060322	H70.9
DOID:0060322	H70.90
DOID:0060321	Q79.2
DOID:0060324	K04.6
DOID:13461	N36.42
DOID:12132	M31.3
DOID:12132	M31.30
DOID:14796	Q87.1
DOID:12134	D66
DOID:8969	C09.0
DOID:0060336	E71.1
DOID:0060331	G71.3
DOID:8991	D06
DOID:8991	D06.9
DOID:0060333	E88.8
DOID:0060332	E88.8
DOID:0060334	P70.2
DOID:8997	D45
DOID:0060341	Q18.2
DOID:8986	G47.41
DOID:8986	G47.419
DOID:13444	A24.0
DOID:0060359	Q87.0
DOID:0060358	E71.313
DOID:13402	D86.3
DOID:13404	D86.89
DOID:13406	D86.0
DOID:13409	K83.2
DOID:0060357	E78.3
DOID:8930	C06.2
DOID:8931	D69.41
DOID:8936	M72.2
DOID:8937	C14.2
DOID:13413	K72
DOID:14748	Q87.3
DOID:8923	C43
DOID:8923	C43.0
DOID:8923	C43.2
DOID:8923	C43.4
DOID:8923	C43.9
DOID:8924	D69.3
DOID:8920	N89.4
DOID:8929	K29.4
DOID:8927	F81.9
DOID:8925	D69.4
DOID:8925	D69.49
DOID:14753	E71.110
DOID:8956	B08.010
DOID:8955	D64.3
DOID:0060380	Q87.0
DOID:0060391	Q93.5
DOID:8941	L21.0
DOID:0060390	Q93.5
DOID:0060395	Q93.5
DOID:0060394	Q93.5
DOID:0060397	Q93.5
DOID:0060398	Q93.5
DOID:1495	B67.4
DOID:1492	H35.00
DOID:1498	A00
DOID:1498	A00.0
DOID:1498	A00.9
DOID:1496	B67
DOID:1496	B67.90
DOID:8912	B36.1
DOID:8913	B35
DOID:8913	B35.9
DOID:12185	H80.8
DOID:12185	H80.80
DOID:12190	C18.6
DOID:12191	C18.5
DOID:12192	C18.7
DOID:12196	H16.10
DOID:12197	H16.14
DOID:1461	I75
DOID:2790	B76.1
DOID:2797	J84.11
DOID:2797	J84.112
DOID:2797	J84.114
DOID:12161	H35.4
DOID:12161	H35.40
DOID:12162	H35.45
DOID:12164	H35.42
DOID:1468	H83.0
DOID:1468	H83.09
DOID:12165	H35.41
DOID:12166	H35.43
DOID:13498	N34.3
DOID:12167	H35.46
DOID:12168	G56.2
DOID:12168	G56.20
DOID:12169	G56.0
DOID:12169	G56.00
DOID:13499	C17.1
DOID:2782	C19
DOID:1455	K14.1
DOID:12170	G56.3
DOID:12170	G56.30
DOID:2785	Q03.1
DOID:1453	K14.4
DOID:1459	E03.9
DOID:1458	E89.0
DOID:2789	B50-B64
DOID:2789	B64
DOID:12175	E07.1
DOID:12176	E04.9
DOID:1456	K14.0
DOID:12177	D83
DOID:12177	D83.9
DOID:12139	F34.1
DOID:1485	E84
DOID:1485	E84.9
DOID:13476	C32.1
DOID:12148	B67.6
DOID:12148	B67.7
DOID:1470	F32
DOID:1470	F32.9
DOID:1470	F33
DOID:1470	F33.9
DOID:13481	Q77.1
DOID:1475	D18.1
DOID:1474	K05.2
DOID:12155	A87.2
DOID:13487	F84.3
DOID:12156	G03
DOID:12157	G03.0
DOID:1540	C75.0
DOID:2879	H18.45
DOID:2860	D58.2
DOID:1561	F09
DOID:1564	B35-B49
DOID:1564	B49
DOID:1562	B43.9
DOID:1554	L50.4
DOID:1558	T78.3
DOID:1556	T78.41
DOID:2834	D75.1
DOID:2832	B48.3
DOID:2838	D75.1
DOID:5093	C76.1
DOID:0090101	E74.0+
DOID:0090101	G73.6*
DOID:1521	C18.0
DOID:0090100	E70.3
DOID:0090105	E78.0
DOID:1525	M35.6
DOID:2856	E07.81
DOID:0090104	G10
DOID:0090103	G10
DOID:0090102	D69.4
DOID:0090109	E20.8
DOID:1529	N48.8
DOID:1529	N48.89
DOID:2859	D58.2
DOID:0090106	E70.1
DOID:1526	M79.3
DOID:1509	F60.6
DOID:1508	B37
DOID:1508	B37.9
DOID:2839	D75.1
DOID:2841	J45
DOID:2841	J45.90
DOID:2841	J45.909
DOID:2843	I45.81
DOID:2846	F45.8
DOID:2846	G47.63
DOID:0090123	G24.8
DOID:0090122	E30.1
DOID:0090121	E26.1
DOID:0090120	D72.8
DOID:0090126	E71.1
DOID:0090124	Q74.3
DOID:0090129	E71.3
DOID:14701	E71.121
DOID:5052	A24.9
DOID:0090110	E31.0
DOID:0090116	Q76.4
DOID:0090115	G60.2
DOID:0090113	D82.8
DOID:0090119	Q82.4
DOID:0090118	D61.0
DOID:0090117	Q21.0
DOID:5082	K74.60
DOID:0090144	Q87.8
DOID:0090143	Q76.3
DOID:0090142	E72.1
DOID:2815	C72.50
DOID:2814	C72.4
DOID:0090130	Q04.8
DOID:0090132	Q04.3
DOID:0090137	Q04.3
DOID:2800	J84.114
DOID:5041	C15.3
DOID:5041	C15.4
DOID:5041	C15.5
DOID:6376	D73.1
DOID:0060303	D84.1
DOID:5032	C75.3
DOID:6364	G43
DOID:6364	G43.9
DOID:6364	G43.909
DOID:0060300	D84.1
DOID:0060302	D84.1
DOID:0060301	D84.1
DOID:0060436	Q92.3
DOID:0060435	Q92.3
DOID:11148	H40.82
DOID:11149	H40.83
DOID:8850	C08
DOID:0060430	Q92.3
DOID:0060432	Q92.3
DOID:0060431	Q92.3
DOID:0060434	Q92.3
DOID:0060433	Q92.3
DOID:8857	L93
DOID:8857	L93.0
DOID:8858	C09
DOID:8858	C09.9
DOID:11153	L74.0
DOID:11153	L74.2
DOID:11155	L74.4
DOID:11156	L74.4
DOID:0060447	H18.5
DOID:0060446	H18.5
DOID:0060445	H18.5
DOID:12491	G52.2
DOID:11161	P28.5
DOID:11162	J96.0
DOID:11164	H18.42
DOID:11165	B07
DOID:11165	B07.8
DOID:7518	F52.31
DOID:11168	A63.0
DOID:8849	C08.1
DOID:11125	D69.1
DOID:13788	H15.81
DOID:0060457	H18.5
DOID:11126	D69.5
DOID:13787	H15.82
DOID:0060459	Q92.3
DOID:13789	H15.83
DOID:0060450	H18.5
DOID:8872	D00-D09
DOID:8872	D07.4
DOID:0060452	H18.5
DOID:0060451	H18.52
DOID:0060454	H18.5
DOID:13791	H73.01
DOID:13790	H73.0
DOID:13790	H73.00
DOID:13790	H73.009
DOID:11130	I15
DOID:11130	I15.9
DOID:11133	N42.83
DOID:13794	H15.01
DOID:11134	H04.16
DOID:12465	N25.81
DOID:0060469	Q04.3
DOID:13799	C50.11
DOID:0060468	Q87.2
DOID:0060461	Q99.8
DOID:0060460	Q92.3
DOID:8861	Q24.3
DOID:0060464	Q87.8
DOID:0060467	Q74.0
DOID:8869	G36.0
DOID:8866	L57.0
DOID:8867	B08.1
DOID:6201	C45.2
DOID:12474	B81.1
DOID:11103	A79.1
DOID:0060479	D61.0
DOID:11104	A77
DOID:11104	A77.9
DOID:11105	H35.52
DOID:13768	B66.0
DOID:13767	B66.1
DOID:0060474	D75.1
DOID:0060476	Q87.3
DOID:0060478	A92.8
DOID:11111	N13.30
DOID:13775	B07.0
DOID:13774	E27.1
DOID:13778	A57
DOID:12449	D61.9
DOID:11119	F95.2
DOID:0060482	Q87.8
DOID:8802	D02.1
DOID:8800	D02.2
DOID:0060491	G11.4
DOID:12450	D61.81
DOID:11120	F52.6
DOID:13781	M35.7
DOID:11121	K04.0
DOID:11123	D69.0
DOID:8805	I20.0
DOID:8838	C81.1
DOID:13757	H04.2
DOID:13757	H04.20
DOID:13756	H04.22
DOID:13760	B85.3
DOID:11100	A78
DOID:11101	A79.0
DOID:8826	D01.0
DOID:11102	A44
DOID:11102	A44.9
DOID:1381	L75.2
DOID:1380	C54.1
DOID:1383	L74
DOID:1383	L74.9
DOID:1382	L74.3
DOID:1389	A69.22
DOID:1389	G62.9
DOID:1388	E78.6
DOID:1387	E78.6
DOID:1386	E78.6
DOID:981	H31.12
DOID:980	H31.1
DOID:980	H31.10
DOID:987	L65.9
DOID:986	L63
DOID:986	L63.9
DOID:1375	P39.3
DOID:992	A98.1
DOID:990	Q24.6
DOID:952	H04.01
DOID:950	H04.0
DOID:950	H04.00
DOID:1391	E78.6
DOID:1393	H47.9
DOID:1398	H44.12
DOID:1397	H05.1
DOID:971	M77.9
DOID:11190	H10.22
DOID:1343	N34.2
DOID:11193	Q70
DOID:11193	Q70.9
DOID:1342	D61.0
DOID:1342	D61.01
DOID:11195	J06.0
DOID:11197	H10.23
DOID:11198	D82.1
DOID:11199	E20
DOID:11199	E20.9
DOID:3996	C68.9
DOID:1338	D64.4
DOID:1339	D61.01
DOID:999	D72.1
DOID:997	N85.5
DOID:1363	C31.1
DOID:1360	C31.2
DOID:2691	D21
DOID:11175	H05.4
DOID:11175	H05.40
DOID:11180	H65
DOID:11180	H65.9
DOID:11180	H65.90
DOID:11181	H65.2
DOID:11181	H65.20
DOID:11184	H10.02
DOID:11186	B48.2
DOID:1357	C31.0
DOID:11189	K04.2
DOID:2752	E74.02
DOID:2750	E74.09
DOID:2754	E74.09
DOID:1428	E16
DOID:900	K76.81
DOID:906	E71.5
DOID:906	E71.50
DOID:905	E71.510
DOID:2742	H93.9
DOID:2742	H93.90
DOID:2746	E74.04
DOID:2745	F60.81
DOID:2744	N12
DOID:2743	N28.85
DOID:2749	E74.01
DOID:1417	H31.9
DOID:2748	E74.03
DOID:2747	E74.0
DOID:2747	E74.00
DOID:2770	L22
DOID:1442	G31.81
DOID:2773	L25
DOID:2773	L25.9
DOID:2772	L24
DOID:2772	L24.9
DOID:1432	H54
DOID:2768	F95.0
DOID:1436	H18.71
DOID:2769	F95
DOID:2769	F95.9
DOID:934	A94
DOID:934	B34
DOID:934	B34.9
DOID:2708	J67.5
DOID:930	H05
DOID:930	H05.9
DOID:936	G93.40
DOID:936	G93.9
DOID:2712	N47.1
DOID:949	H04.02
DOID:2702	M12.2
DOID:910	C71.4
DOID:914	K76.4
DOID:1400	H04
DOID:1400	H04.9
DOID:2730	Q81
DOID:2730	Q81.9
DOID:1404	H40.24
DOID:2734	E50.8
DOID:2733	L90
DOID:2733	L90.9
DOID:2732	Q82.8
DOID:2739	E80.4
DOID:1405	H40.2
DOID:1405	H40.20
DOID:2718	J94.2
DOID:929	H05.82
DOID:2723	L30.9
DOID:2725	Q82.5
DOID:13724	E54
DOID:13725	E51.1
DOID:13725	E51.11
DOID:12400	F63.2
DOID:12401	F60.3
DOID:12401	F63.81
DOID:12402	F63.1
DOID:12403	B35.3
DOID:13736	N71.9
DOID:13739	K76.1
DOID:13738	K76.3
DOID:6262	C96.4
DOID:13709	F52.4
DOID:13711	K00.3
DOID:13714	K00.0
DOID:8893	L40
DOID:8893	L40.9
DOID:8892	L42
DOID:0060403	Q85.0
DOID:0060405	Q93.5
DOID:0060404	Q93.5
DOID:0060407	Q93.5
DOID:0060409	Q93.5
DOID:8883	C00.1
DOID:7551	A54
DOID:7551	A54.9
DOID:8881	L71
DOID:8881	L71.9
DOID:0060400	Q93.5
DOID:8886	H30
DOID:8886	H30.9
DOID:0060415	Q93.5
DOID:0060417	Q93.5
DOID:0060412	Q93.5
DOID:0060411	Q93.5
DOID:0060425	Q93.5
DOID:0060427	Q99.8
DOID:0060428	Q93.5
DOID:0060422	Q93.5
DOID:13689	N42.0
DOID:12358	H69.0
DOID:12358	H69.00
DOID:0060558	Q68.8
DOID:11029	H11.15
DOID:0060551	D82.8
DOID:8736	B03
DOID:8731	C75.4
DOID:12360	H05.21
DOID:11030	H18.20
DOID:12361	E05.0
DOID:11031	H18.1
DOID:11032	H18.23
DOID:12363	H05.25
DOID:11033	H18.22
DOID:12364	H05.26
DOID:12365	B54
DOID:8738	N48.0
DOID:11037	F44.0
DOID:0060567	L95.1
DOID:12369	N81.0
DOID:0060560	Q68.8
DOID:0060566	Q87.8
DOID:0060565	Q87.8
DOID:8725	F01
DOID:8725	F01.5
DOID:11042	M05.0
DOID:11042	M05.00
DOID:11044	Q79.3
DOID:12375	J18.0
DOID:8729	B08.04
DOID:12377	G12.9
DOID:12335	N50.1
DOID:12336	N46
DOID:12336	N46.9
DOID:12337	I86.1
DOID:0060573	D68.0
DOID:7426	A22.0
DOID:7427	A22
DOID:7427	A22.9
DOID:8757	K29.6
DOID:13676	H15.03
DOID:11014	K62.4
DOID:0060589	Q87.8
DOID:12347	Q78.0
DOID:12349	H44.44
DOID:8743	B08.3
DOID:0060591	D81.8
DOID:8741	L21
DOID:8741	L21.9
DOID:12355	N41.3
DOID:13687	K31.5
DOID:12318	H18.53
DOID:0060597	C92.2
DOID:0060599	Q87.0
DOID:13651	H04.52
DOID:13654	H04.54
DOID:13654	H04.549
DOID:12323	J45.991
DOID:13653	H04.56
DOID:12325	I27.1
DOID:13655	H04.55
DOID:12328	E41
DOID:13662	K62.6
DOID:13664	G04.02
DOID:13626	H16.13
DOID:13628	D55.0
DOID:8712	Q85.00
DOID:8712	Q85.01
DOID:8712	Q85.02
DOID:8719	D09.9
DOID:8717	L89
DOID:8717	L89.9
DOID:12304	H11.13
DOID:13636	D61.09
DOID:12305	Q82.3
DOID:12306	L80
DOID:12307	H18.01
DOID:12308	E80.6
DOID:12309	Q82.2
DOID:8702	C06.0
DOID:12311	H18.06
DOID:2590	N04
DOID:2595	C32.0
DOID:2596	C32
DOID:2596	C32.9
DOID:2580	E71.540
DOID:1252	B79
DOID:2583	D80.1
DOID:2581	Q77.3
DOID:1254	B81.2
DOID:1283	K46
DOID:1283	N81.5
DOID:1289	G31.9
DOID:1271	I78
DOID:1271	I78.9
DOID:1270	I78.0
DOID:1222	M91-M94
DOID:1222	M94.9
DOID:2559	F11.2
DOID:1227	D70
DOID:1227	D70.9
DOID:2557	M94.2
DOID:2557	M94.20
DOID:2556	M94.1
DOID:11077	A23
DOID:11077	A23.9
DOID:11079	B88.3
DOID:1229	F20.0
DOID:3875	I80.0
DOID:11080	B87
DOID:11080	B87.9
DOID:1210	H46
DOID:1210	H46.9
DOID:11086	H31.0
DOID:11086	H31.00
DOID:11088	P84
DOID:1219	B66.2
DOID:1218	B66.8
DOID:11049	P24.0
DOID:11049	P24.00
DOID:11049	P24.01
DOID:1242	H44.39
DOID:1241	H44.82
DOID:1240	C95
DOID:1240	C95.9
DOID:1240	C95.90
DOID:2571	C96.0
DOID:2571	C96.5
DOID:2571	C96.6
DOID:1245	C51
DOID:1245	C51.9
DOID:1243	C51.1
DOID:11054	C67
DOID:11054	C67.9
DOID:12385	A03
DOID:12385	A03.0
DOID:12385	A03.1
DOID:12385	A03.2
DOID:12385	A03.9
DOID:1247	D68.9
DOID:11055	A28.0
DOID:12386	A07.0
DOID:12387	N25.1
DOID:1235	F65.0
DOID:2566	H18.5
DOID:2566	H18.50
DOID:1234	F64.2
DOID:2565	H18.55
DOID:11060	O44
DOID:1233	F64.1
DOID:1233	F65.1
DOID:1237	H18.4
DOID:1237	H18.40
DOID:2568	N72
DOID:12399	F63.0
DOID:3951	I40
DOID:3951	I40.9
DOID:3953	C74
DOID:3953	C74.9
DOID:3981	G23.0
DOID:2658	K09.8
DOID:1325	C34
DOID:1325	C34.9
DOID:1324	C34.1
DOID:1324	C34.2
DOID:1324	C34.3
DOID:1328	A92.4
DOID:2645	C45
DOID:2645	C45.9
DOID:1319	C71
DOID:1319	C71.9
DOID:6196	M02.1
DOID:6196	M02.10
DOID:6196	M02.3
DOID:6196	M02.30
DOID:6199	C69.1
DOID:6195	H10
DOID:6195	H10.9
DOID:3924	C34.0
DOID:3908	C34
DOID:3911	E34.8
DOID:3946	E24.0
DOID:3928	E88.2
DOID:3933	M76.81
DOID:13608	Q44.2
DOID:7474	C45.0
DOID:6148	D02.3
DOID:13620	Q21.1
DOID:3905	C34.90
DOID:3901	N76.2
DOID:8771	B08.02
DOID:8778	K50.1
DOID:8761	C94.2
DOID:8761	C94.20
DOID:7439	H74.4
DOID:0060537	G71.3
DOID:0060538	D65
DOID:8792	D09.2
DOID:6132	J20
DOID:6132	J20.9
DOID:6132	J40
DOID:6132	J42
DOID:8791	D05
DOID:8791	D05.9
DOID:8781	B06
DOID:8781	B06.9
DOID:8787	H30.1
DOID:8787	H30.10
DOID:7457	B80
DOID:14415	M91.2
DOID:14415	M91.3
DOID:14418	B72
DOID:8616	N48.6
DOID:9945	H05.24
DOID:8619	G47.13
DOID:14423	G52.1
DOID:8618	C04
DOID:8618	C04.0
DOID:8618	C04.1
DOID:8618	C04.9
DOID:9935	H04.4
DOID:9936	H04.42
DOID:8602	C03
DOID:8602	C03.9
DOID:8601	C03.0
DOID:14435	H66.1
DOID:14435	H66.10
DOID:9937	H04.41
DOID:9938	H04.30
DOID:8630	C00.0
DOID:8630	C00.3
DOID:9969	E67.1
DOID:8635	C05.2
DOID:8634	D07.5
DOID:9965	B58
DOID:9965	B58.9
DOID:8632	C46
DOID:8632	C46.0
DOID:8632	C46.1
DOID:8632	C46.2
DOID:8632	C46.3
DOID:8632	C46.4
DOID:8632	C46.5
DOID:8632	C46.9
DOID:14402	G62.81
DOID:9958	N85.7
DOID:9955	Q23.4
DOID:8622	B05
DOID:8622	B05.9
DOID:9953	C95.0
DOID:9952	C91.0
DOID:9952	C91.00
DOID:8628	C81.3
DOID:9903	H00.1
DOID:1184	N04
DOID:1188	G58.9
DOID:9908	H00.02
DOID:9909	H00.01
DOID:9905	L65.2
DOID:1172	E78.1
DOID:9923	F82
DOID:9911	N43.1
DOID:9910	H16.01
DOID:1143	H50.1
DOID:1143	H50.10
DOID:2474	H10.44
DOID:1142	H50.15
DOID:2477	G60.0
DOID:2476	G11.4
DOID:2475	H10.4
DOID:2475	H10.40
DOID:13174	H55.04
DOID:1148	Q69
DOID:1148	Q69.9
DOID:2479	H81.4
DOID:2479	H81.49
DOID:10907	Q02
DOID:10908	G91
DOID:10908	G91.9
DOID:2460	H27.12
DOID:3798	J86
DOID:3798	J86.9
DOID:1134	K06.0
DOID:13189	M10
DOID:13189	M10.9
DOID:1168	E78.5
DOID:14482	O26.4
DOID:14482	O26.40
DOID:2498	K03.2
DOID:1166	M12.3
DOID:1166	M12.30
DOID:14484	B42
DOID:14484	B42.9
DOID:2481	G40.82
DOID:14495	K91.1
DOID:13166	B44.81
DOID:14497	E75.5
DOID:13168	C60.0
DOID:14499	E75.21
DOID:13169	C63.1
DOID:3765	Q56
DOID:3765	Q56.3
DOID:13133	O14.2
DOID:14464	G21.0
DOID:3766	N89.8
DOID:13134	H00.01
DOID:13134	H00.03
DOID:13137	G12.0
DOID:3753	E70.331
DOID:13141	H20.9
DOID:13146	B37.81
DOID:3755	D68.59
DOID:3756	D68.59
DOID:13148	N30.0
DOID:2452	D68.59
DOID:2451	D68.59
DOID:2450	H34.81
DOID:2456	H10.5
DOID:2456	H10.50
DOID:2455	H10.52
DOID:14444	H16.33
DOID:14443	L50.5
DOID:14445	H40.22
DOID:13117	L03.0
DOID:13120	D53.0
DOID:14451	G72.3
DOID:14453	J67.0
DOID:1115	C49
DOID:14452	G72.3
DOID:3777	L92.0
DOID:14457	A23.1
DOID:14456	A23.0
DOID:0110586	H90.3
DOID:0110585	H90.3
DOID:0110584	H90.3
DOID:0110583	H90.3
DOID:0110582	H90.3
DOID:0110581	H90.3
DOID:0110580	H90.3
DOID:0110579	H90.3
DOID:0110578	H90.3
DOID:0110577	H90.3
DOID:0110576	H90.3
DOID:2518	N45.2
DOID:2517	D18.02
DOID:10863	H49
DOID:10863	H49.9
DOID:10865	H49.2
DOID:0110575	H90.3
DOID:0110574	H90.3
DOID:0110573	H90.3
DOID:0110572	H90.3
DOID:0110571	H90.3
DOID:0110570	H90.3
DOID:0110569	H90.3
DOID:0110568	H90.3
DOID:0110567	H90.3
DOID:0110566	H90.3
DOID:0110565	H90.3
DOID:2508	M31.4
DOID:10871	H35.30
DOID:10834	F65.3
DOID:0110564	H90.3
DOID:0110563	H90.3
DOID:0110562	H90.3
DOID:0110561	H90.3
DOID:0110560	H90.3
DOID:0110559	H90.3
DOID:0110558	H90.3
DOID:0110557	H90.3
DOID:2533	D73.5
DOID:0110556	H90.3
DOID:0110555	H90.3
DOID:0110554	H90.3
DOID:2530	D73.3
DOID:1206	F84.2
DOID:1205	T78.40
DOID:2536	G61.81
DOID:1209	H46.2
DOID:2538	G40.8
DOID:10841	A83.2
DOID:10842	A83.4
DOID:10843	A83.1
DOID:10844	A83.0
DOID:10845	A83.3
DOID:0110553	H90.3
DOID:0110552	H90.3
DOID:0110551	H90.3
DOID:10849	F65.51
DOID:0110550	H90.3
DOID:0110549	H90.3
DOID:0110548	H90.3
DOID:3852	Q85.8
DOID:0110547	H90.3
DOID:0110546	H90.3
DOID:0110545	H90.3
DOID:0110544	H90.3
DOID:0110543	H90.3
DOID:2529	D73
DOID:2529	D73.9
DOID:3856	C60-C63
DOID:3856	C63.9
DOID:10811	C30.0
DOID:10817	F65.52
DOID:13094	H34.23
DOID:13098	H34.1
DOID:3803	E80.5
DOID:3805	L56.5
DOID:13099	I67.5
DOID:10825	I10
DOID:0050495	B08.2
DOID:0050495	B08.20
DOID:0110599	Q34.8
DOID:0110598	Q34.8
DOID:0050486	R21
DOID:13078	B47
DOID:13078	B47.9
DOID:3827	K44
DOID:3827	K44.9
DOID:0110597	Q34.8
DOID:0110596	Q34.8
DOID:0110595	Q87.8
DOID:0110594	Q34.8
DOID:0110593	H90.3
DOID:0110592	H90.3
DOID:10808	K25
DOID:0110591	H90.3
DOID:0110590	H90.3
DOID:13080	M12.0
DOID:13080	M12.00
DOID:0110589	H90.3
DOID:0110588	H90.3
DOID:0110587	H90.3
DOID:13087	I45.6
DOID:0050472	Q84.1
DOID:13088	P91.2
DOID:0050476	E78.71
DOID:8691	C84.0
DOID:8691	C84.00
DOID:8692	C92
DOID:8692	C92.9
DOID:8692	C92.90
DOID:0050461	E77.1
DOID:0050468	L60.5
DOID:0050460	Q93.3
DOID:8683	C92.3
DOID:8683	C92.30
DOID:8680	K29.2
DOID:0050458	C93.3
DOID:0050458	C93.30
DOID:8688	C09.1
DOID:8689	F50.0
DOID:8689	F50.00
DOID:8687	D04
DOID:8687	D04.0
DOID:8687	D04.2
DOID:8687	D04.3
DOID:8687	D04.4
DOID:8687	D04.6
DOID:8687	D04.7
DOID:8687	D04.9
DOID:0050453	Q04.3
DOID:0050453	Q04.8
DOID:0050451	I49.8
DOID:0050456	A31.1
DOID:6050	K22.9
DOID:0050444	G60.1
DOID:0050430	E31.22
DOID:0050433	A81.83
DOID:0050432	F84.5
DOID:0110542	H90.3
DOID:8651	C81
DOID:8651	C81.0
DOID:8651	C81.2
DOID:8651	C81.3
DOID:8651	C81.4
DOID:8651	C81.9
DOID:0110541	H90.3
DOID:0110540	H90.3
DOID:0110539	H90.3
DOID:7327	M72.4
DOID:8659	B01
DOID:8659	B01.9
DOID:0050427	Q82.1
DOID:0110538	H90.3
DOID:0050426	L51.1
DOID:0050426	L51.2
DOID:0110537	H90.3
DOID:9988	A52.3
DOID:0050425	G25.81
DOID:0110536	H90.3
DOID:0110535	H90.3
DOID:0110534	H90.3
DOID:0110533	H90.3
DOID:0050429	Q82.8
DOID:0110532	H90.3
DOID:8654	C81.2
DOID:0110531	H90.3
DOID:9971	E67.3
DOID:0110530	H90.3
DOID:9972	E67.0
DOID:9970	E66.9
DOID:0110528	H90.3
DOID:0110527	H90.3
DOID:8649	C01
DOID:8649	C02.0
DOID:8649	C02.1
DOID:8649	C02.2
DOID:8649	C02.4
DOID:8649	C02.9
DOID:0110526	H90.3
DOID:9977	F16.2
DOID:0110525	H90.3
DOID:9978	N73.3
DOID:0110524	H90.3
DOID:9975	F14.2
DOID:0110523	H90.3
DOID:0110522	H90.3
DOID:0110521	H90.3
DOID:8643	K29.8
DOID:0110529	H90.3
DOID:10873	H35.32
DOID:0110520	H90.3
DOID:8670	F50
DOID:8670	F50.9
DOID:0110517	H90.3
DOID:0110516	H90.3
DOID:0110515	H90.3
DOID:0110514	H90.3
DOID:0110513	H90.3
DOID:0110512	H90.3
DOID:0110511	H90.3
DOID:8675	C85.9
DOID:0110510	H90.3
DOID:10880	I80.21
DOID:0110519	H90.3
DOID:10881	B08.4
DOID:0110518	H90.3
DOID:10882	B33.0
DOID:10883	B08.5
DOID:10887	A30.5
DOID:9993	E16.2
DOID:8663	C13.1
DOID:8660	C13.0
DOID:6000	I50
