DO_ID	ICD10CM_ID
DOID:6000	I50.9
DOID:8661	D00.0
DOID:0110506	H90.3
DOID:0110505	H90.3
DOID:0110504	H90.3
DOID:0110503	H90.3
DOID:0110502	H90.3
DOID:0110501	H90.3
DOID:0110500	H90.3
DOID:0110509	H90.3
DOID:0110508	H90.3
DOID:10892	Q54
DOID:10892	Q54.9
DOID:0110507	H90.3
DOID:9821	H31.21
DOID:9827	Q74.0
DOID:9828	P96.1
DOID:1099	D56.0
DOID:1098	P55
DOID:1098	P55.9
DOID:9810	M30.0
DOID:9840	H50.0
DOID:9840	H50.00
DOID:9847	H81.3
DOID:9847	H81.39
DOID:9847	H81.399
DOID:8517	I26.09
DOID:9848	H81.0
DOID:8515	I27.81
DOID:8515	I27.9
DOID:8512	O88.21
DOID:8512	O88.23
DOID:9843	H50.42
DOID:9849	H81.0
DOID:9849	H81.09
DOID:8505	L13.0
DOID:8506	L12
DOID:8506	L12.0
DOID:8506	L12.9
DOID:9837	H50.2
DOID:8503	L40.1
DOID:9834	H52.0
DOID:8504	L01
DOID:8504	L01.0
DOID:8504	L01.00
DOID:9835	H52.7
DOID:8500	H35.5
DOID:8500	H35.50
DOID:8507	L12.2
DOID:9838	H50.41
DOID:8508	L13.1
DOID:9839	H50.43
DOID:1060	E72.02
DOID:1066	H40.15
DOID:1064	E72.04
DOID:1063	N12
DOID:2394	C56
DOID:1067	H40.1
DOID:1067	H40.10
DOID:1067	H40.13
DOID:2382	P57
DOID:2382	P57.9
DOID:2384	E51.2
DOID:2383	P59.9
DOID:1056	E72.03
DOID:1080	B74
DOID:1080	B74.9
DOID:1082	B74.8
DOID:1081	B74.4
DOID:9801	A18.31
DOID:1085	Q91.3
DOID:1089	Q05
DOID:1089	Q05.9
DOID:9809	D69.0
DOID:9809	M31.0
DOID:9808	M31.0
DOID:1070	H40.11
DOID:1076	N11
DOID:1076	N11.9
DOID:1074	N19
DOID:1022	A67
DOID:1022	A67.0
DOID:1022	A67.1
DOID:1022	A67.2
DOID:1022	A67.3
DOID:1022	A67.9
DOID:2352	E83.11
DOID:2352	E83.110
DOID:2352	E83.119
DOID:2351	E83.1
DOID:2351	E83.10
DOID:3687	E88.41
DOID:1025	A30.1
DOID:1024	A30
DOID:1024	A30.9
DOID:2355	D64.9
DOID:1023	A30.3
DOID:2354	D61.82
DOID:1029	G72.3
DOID:14384	C71.3
DOID:3689	G54.5
DOID:2340	Q75.0
DOID:14392	I82.1
DOID:2344	D89.0
DOID:2349	I70
DOID:2348	I25.1
DOID:2348	I70
DOID:14397	A07.8
DOID:2347	I70.91
DOID:13068	N25.0
DOID:1040	C91.1
DOID:1040	C91.10
DOID:2373	D58.1
DOID:2377	G35
DOID:13031	N47.6
DOID:13034	A68
DOID:13034	A68.9
DOID:14365	E71.41
DOID:14365	E71.42
DOID:13033	N48.1
DOID:13036	A68.1
DOID:13035	A68.0
DOID:13038	H02.21
DOID:13037	H02.22
DOID:3690	G54.0
DOID:2364	I87.0
DOID:1037	C91
DOID:1037	C91.9
DOID:1037	C91.90
DOID:2368	E75.10
DOID:1035	C94.8
DOID:2366	A92.3
DOID:2366	A92.30
DOID:2365	A92.31
DOID:13042	P29.3
DOID:13046	J01.3
DOID:13046	J01.30
DOID:2312	A43
DOID:2312	A43.9
DOID:4970	R48.3
DOID:4971	D47.4
DOID:4971	D75.81
DOID:3649	E74.4
DOID:2314	J67.4
DOID:13014	B30.0
DOID:4962	A18.84
DOID:4964	F34.1
DOID:4964	F48.9
DOID:14350	E06.0
DOID:2300	M43.0
DOID:2300	M43.00
DOID:4960	D47.1
DOID:14353	E06.0
DOID:2303	F98.4
DOID:13025	H35.1
DOID:13025	H35.10
DOID:13025	H35.17
DOID:13027	G45.4
DOID:13026	B48.0
DOID:4968	E24.1
DOID:3664	D47.0
DOID:4997	Q78.3
DOID:4990	G25.0
DOID:1003	N70-N77
DOID:1003	N73.9
DOID:2339	Q75.1
DOID:2338	C41.1
DOID:14320	F41.1
DOID:14323	Q87.4
DOID:14323	Q87.40
DOID:3669	I73.9
DOID:14324	B52
DOID:14324	B52.9
DOID:3652	G31.82
DOID:4986	A80.4
DOID:3650	E87.2
DOID:2321	K30
DOID:2321	R10.13
DOID:3651	E74.4
DOID:14330	G20
DOID:14332	G21.3
DOID:2326	K52.9
DOID:13003	G45.0
DOID:14336	E28.0
DOID:4989	K85.9
DOID:3720	C90.2
DOID:3720	C90.20
DOID:3721	C90.3
DOID:3721	C90.30
DOID:10744	C57.1
DOID:10718	A07.1
DOID:2401	C51.2
DOID:2409	B48.1
DOID:14283	M89.4
DOID:14286	M14.6
DOID:14287	H15.02
DOID:14289	Q22.5
DOID:14292	N90.4
DOID:0050596	B68.1
DOID:0050597	B65.1
DOID:0050597	B65.2
DOID:0050592	Q77.2
DOID:0050591	K00.0
DOID:0050590	D70
DOID:8574	L28.0
DOID:8573	L44.1
DOID:0110616	Q34.8
DOID:0110615	Q34.8
DOID:0110614	Q34.8
DOID:0110613	Q34.8
DOID:0110612	Q34.8
DOID:8578	C05.1
DOID:0110611	Q34.8
DOID:8577	K51
DOID:8577	K51.9
DOID:0050588	G71.2
DOID:0110619	Q34.8
DOID:0110618	Q34.8
DOID:0110617	Q34.8
DOID:8564	C00
DOID:8564	C00.9
DOID:9892	I77.4
DOID:9893	K05.4
DOID:0110605	Q34.8
DOID:0110604	Q34.8
DOID:0110603	Q34.8
DOID:0110602	Q34.8
DOID:0110601	Q34.8
DOID:8567	C81
DOID:8567	C81.9
DOID:9898	M12.20
DOID:0110600	Q34.8
DOID:8568	B27
DOID:8568	B27.0
DOID:8568	B27.9
DOID:8566	B00
DOID:8566	B00.9
DOID:0050572	H35.5
DOID:0110609	Q34.8
DOID:0110608	Q34.8
DOID:0050576	Q61.5
DOID:0110607	Q34.8
DOID:0110606	Q34.8
DOID:8596	A38
DOID:8596	A38.9
DOID:8593	C93.1
DOID:0050569	Q87.1
DOID:0050566	H90.3
DOID:0050565	H90.3
DOID:0050564	H90.3
DOID:8584	C83.7
DOID:8584	C83.70
DOID:8580	C96.A
DOID:10773	A20.0
DOID:10778	I40.1
DOID:10779	I40.0
DOID:9861	A19
DOID:9861	A19.9
DOID:9869	E74.12
DOID:8536	B02
DOID:8536	B02.9
DOID:9867	H35.38
DOID:0110656	I45.8
DOID:8534	K21
DOID:8534	K21.9
DOID:0110655	I45.8
DOID:0110654	I45.8
DOID:0110653	I45.8
DOID:8533	C13
DOID:8533	C13.2
DOID:8533	C13.9
DOID:10780	D75.0
DOID:10782	I88.0
DOID:10783	D74
DOID:10783	D74.9
DOID:10787	E28.31
DOID:10787	E28.319
DOID:0110652	I45.8
DOID:0110651	I45.8
DOID:0110650	I45.8
DOID:8527	C93.Z
DOID:8527	C93.Z0
DOID:9858	H16.3
DOID:0110648	I45.8
DOID:0110647	I45.8
DOID:9856	A50
DOID:9856	A50.9
DOID:0050535	H35.00
DOID:0110646	I45.8
DOID:9857	H16.30
DOID:0110645	I45.8
DOID:9854	G24.4
DOID:0110644	I45.8
DOID:10790	J32.1
DOID:0050534	H53.63
DOID:10791	J32.1
DOID:10792	J32.0
DOID:10793	J32.3
DOID:10794	J32.3
DOID:10754	H66.9
DOID:10754	H66.90
DOID:10755	H70.2
DOID:10755	H70.20
DOID:10755	H70.209
DOID:10755	H70.21
DOID:10755	H70.219
DOID:10755	H70.22
DOID:10755	H70.229
DOID:0110640	G71.2
DOID:8553	L88
DOID:9884	G71.0
DOID:0110637	G71.2
DOID:0110636	G71.2
DOID:0050524	E11.8
DOID:0110635	G71.2
DOID:0110634	G71.2
DOID:7224	C70.1
DOID:8556	C10.0
DOID:0110633	G71.2
DOID:0110633	G71.8
DOID:8557	C10
DOID:8557	C10.2
DOID:8557	C10.3
DOID:8557	C10.8
DOID:8557	C10.9
DOID:9888	H50.05
DOID:0110632	G71.2
DOID:0110631	M62.8
DOID:0050523	C91.5
DOID:0050523	C91.50
DOID:0110639	G71.2
DOID:10762	K76.6
DOID:10763	I10
DOID:10763	I10-I15
DOID:0110630	E13.8
DOID:8541	C84.1
DOID:8541	C84.10
DOID:9870	E74.21
DOID:0110627	Q34.8
DOID:8549	L98.4
DOID:0110626	Q34.8
DOID:0110625	Q34.8
DOID:0110624	Q34.8
DOID:0110623	Q34.8
DOID:8545	T88.3
DOID:0110622	Q34.8
DOID:9877	N34.0
DOID:0110621	Q34.8
DOID:8543	C81.4
DOID:8544	G93.3
DOID:8544	R53.82
DOID:0110629	E13.8
DOID:0110628	Q34.8
DOID:10772	M31.1
DOID:13326	H10.43
DOID:13329	H46.3
DOID:9700	H10.0
DOID:0050629	G31.8
DOID:13333	K14.3
DOID:13336	P37.1
DOID:12010	H47.01
DOID:13306	A36.85
DOID:9726	H43.81
DOID:9724	H44.0
DOID:9724	H44.00
DOID:9722	H16.24
DOID:9720	H43.3
DOID:9720	H43.39
DOID:13310	A36.89
DOID:13317	E16.9
DOID:9714	K82.0
DOID:9717	K82.1
DOID:14654	N41
DOID:14654	N41.9
DOID:2272	B37.3
DOID:0110814	G11.4
DOID:0110813	G11.4
DOID:2275	J02
DOID:2275	J02.9
DOID:0110812	G11.4
DOID:0110811	G11.4
DOID:2273	N76.0
DOID:0110810	G11.4
DOID:0110818	G11.4
DOID:0110817	G11.4
DOID:0110816	G11.4
DOID:0110815	G11.4
DOID:3590	O01
DOID:3590	O01.0
DOID:3590	O01.9
DOID:0110801	G11.4
DOID:0110800	G11.4
DOID:3594	C58
DOID:0110809	G11.4
DOID:0110808	G11.4
DOID:0110807	G11.4
DOID:13300	M42.0
DOID:13300	M42.00
DOID:0110806	G11.4
DOID:0110805	G11.4
DOID:0060010	D81.8
DOID:2297	A27
DOID:2297	A27.0
DOID:2297	A27.9
DOID:2280	L73.2
DOID:3565	D32.9
DOID:2236	D68.2
DOID:12087	H16.44
DOID:2237	K73.9
DOID:4885	A93.2
DOID:2224	D47.3
DOID:12096	A25.0
DOID:2229	D68.1
DOID:12098	G50.0
DOID:2226	D47.1
DOID:3558	K31.5
DOID:4889	A18.2
DOID:0060058	C85.9
DOID:3587	C25.3
DOID:2251	N88.4
DOID:2256	Q78.9
DOID:13399	H53.5
DOID:13399	H53.50
DOID:12070	K31.82
DOID:2247	M47
DOID:2247	M47.9
DOID:3571	C22.0
DOID:3571	C22.9
DOID:13369	B35.2
DOID:3522	G46.3
DOID:13371	A75.3
DOID:13372	E88.01
DOID:3529	G71.2
DOID:12043	P57.0
DOID:13374	M61.1
DOID:13374	M61.10
DOID:3526	I63
DOID:3526	I63.9
DOID:13378	M30.3
DOID:4840	C44
DOID:13382	D53.1
DOID:13381	D51.0
DOID:12053	B45
DOID:12053	B45.9
DOID:13386	A22.2
DOID:12055	D86.81
DOID:12016	C71.1
DOID:13348	C32.3
DOID:14679	Q87.2
DOID:2213	D69.9
DOID:3541	C71.5
DOID:13351	F65.4
DOID:14681	Q87.1
DOID:13353	H16.32
DOID:2216	D68.2
DOID:2215	D68.2
DOID:14686	Q13.81
DOID:13357	M22.4
DOID:14687	Q77.5
DOID:2219	D69.1
DOID:13359	Q79.6
DOID:12028	E26.0
DOID:12028	E26.01
DOID:12029	H44.13
DOID:12030	H44.11
DOID:14692	E78.72
DOID:14695	E74.29
DOID:13366	G25.82
DOID:14699	Q87.2
DOID:4919	C65
DOID:4928	C22.1
DOID:3620	C72.9
DOID:4952	G14
DOID:4953	A80
DOID:4953	A80.9
DOID:0110798	G11.4
DOID:0110797	G11.4
DOID:0110796	G11.4
DOID:3627	I71.1
DOID:3627	I71.3
DOID:3627	I71.5
DOID:3627	I71.8
DOID:3627	I71.9
DOID:4959	Q81.2
DOID:0110795	G11.4
DOID:0110794	G11.4
DOID:0110793	G11.4
DOID:0110792	G11.4
DOID:0110791	G11.4
DOID:0110790	G11.4
DOID:0110789	G11.4
DOID:0110788	G11.4
DOID:0110787	G11.4
DOID:0110786	G11.4
DOID:0110785	G11.4
DOID:4947	C22.1
DOID:3612	H30.9
DOID:3614	E23.0
DOID:7165	E06.1
DOID:8498	H53.63
DOID:7166	E06
DOID:7166	E06.9
DOID:8499	H53.6
DOID:8499	H53.60
DOID:8484	J67.6
DOID:8482	H34.0
DOID:8481	I01.9
DOID:8481	I09.0
DOID:8481	M05.3
DOID:8488	O40
DOID:7188	E06.3
DOID:0110740	G23.0
DOID:9784	B75
DOID:8454	E53.0
DOID:0110737	G23.0
DOID:0110736	G23.0
DOID:0110735	G23.0
DOID:0110734	G23.0
DOID:0110733	E75.4
DOID:8457	E52
DOID:9788	M60.1
DOID:0110732	E75.4
DOID:0110731	E75.4
DOID:7127	N30.4
DOID:8455	E53.1
DOID:0110730	E75.4
DOID:0110739	G23.0
DOID:0110738	G23.0
DOID:8442	K56.0
DOID:9773	C50.41
DOID:9771	P61.0
DOID:0110726	E75.4
DOID:0110725	E75.4
DOID:0110724	E75.4
DOID:8448	K56.4
DOID:8448	K56.49
DOID:9779	K59.9
DOID:0110723	E75.4
DOID:0110722	E75.4
DOID:8446	K56.1
DOID:0110721	E75.4
DOID:9778	K58
DOID:9778	K58.9
DOID:0110720	E75.4
DOID:9775	I50.30
DOID:8445	K56.2
DOID:0110729	E75.4
DOID:0110728	E75.4
DOID:0110727	E75.4
DOID:8476	K90.81
DOID:8472	L94.0
DOID:7147	M45
DOID:7146	C96.4
DOID:7148	M06.9
DOID:8478	A42
DOID:8478	A42.9
DOID:0050681	Q87.8
DOID:0110719	Q87.0
DOID:0110718	Q87.0
DOID:0110717	Q87.0
DOID:0110716	Q87.0
DOID:8465	H33.10
DOID:8463	H16.0
DOID:8463	H16.00
DOID:9794	H31.2
DOID:9794	H31.20
DOID:9790	B83.0
DOID:9799	H44.30
DOID:9799	H44.5
DOID:8469	J11.1
DOID:0050674	K76.8
DOID:9740	K91.5
DOID:0110783	G11.4
DOID:9741	K83.9
DOID:0110782	G11.4
DOID:0110781	G11.4
DOID:0110780	G11.4
DOID:0110779	G11.4
DOID:9746	K64
DOID:0110778	G11.4
DOID:0110777	G11.4
DOID:9744	E10
DOID:0110776	G11.4
DOID:9745	K64.5
DOID:0110775	G11.4
DOID:9742	I86.2
DOID:0110774	G11.4
DOID:0050661	H35.5
DOID:0110773	G11.4
DOID:0110772	G11.4
DOID:0110771	G11.4
DOID:0110770	G11.4
DOID:0110769	G11.4
DOID:0110768	G11.4
DOID:0110767	G11.4
DOID:0110766	G11.4
DOID:0110765	G11.4
DOID:0110764	G11.4
DOID:0110763	G11.4
DOID:0050651	Q21.2
DOID:0110761	E10
DOID:8432	D75.1
DOID:0110760	E10
DOID:0110759	E10
DOID:8439	K91.1
DOID:0050647	E79.8
DOID:0110758	E10
DOID:0110757	E10
DOID:8437	K56.60
DOID:8437	K56.69
DOID:9768	I25.3
DOID:0110756	E10
DOID:0110755	E10
DOID:0110754	E10
DOID:0110753	E10
DOID:0110752	E10
DOID:0110751	E10
DOID:0110750	E10
DOID:0110748	E10
DOID:0110747	E10
DOID:0050635	G98
DOID:0110746	E10
DOID:0110745	E10
DOID:0110744	E10
DOID:0110743	E10
DOID:0110742	E10
DOID:0110741	E10
DOID:0050632	E70.3
DOID:0110749	E10
DOID:13206	N40
DOID:0050747	C88.0
DOID:0050742	F17
DOID:0050742	F17.2
DOID:0050742	F17.20
DOID:13214	H35.34
DOID:14546	C31.3
DOID:2181	E89.1
DOID:2187	K00.5
DOID:13223	D25
DOID:13223	D25.9
DOID:13222	D25.0
DOID:14555	H47.14
DOID:9602	M72.6
DOID:9600	M72.2
DOID:14523	H57.01
DOID:14522	H34.21
DOID:14522	H34.219
DOID:14525	G93.7
DOID:14529	K03.3
DOID:3481	A20.7
DOID:3482	A20
DOID:3482	A20.9
DOID:3488	L03.90
DOID:0050700	I42
DOID:0050700	I42.9
DOID:0050700	I51.5
DOID:0110938	Q78.2
DOID:0110937	Q78.2
DOID:14500	E77.1
DOID:14503	E75.4
DOID:14504	E75.24
DOID:14504	E75.242
DOID:14504	E75.249
DOID:14507	H18.46
DOID:0060125	C88.2
DOID:2148	A18.17
DOID:2149	A18.1
DOID:2149	A18.10
DOID:14512	B37.2
DOID:3490	Q87.1
DOID:3491	Q96
DOID:3491	Q96.0
DOID:3491	Q96.9
DOID:3492	M35.1
DOID:4776	N01
DOID:0060160	G12.0
DOID:2112	A07.3
DOID:0060170	G40.3
DOID:0060173	G72.3
DOID:0060179	Q87.5
DOID:0060178	G43.8
DOID:0060180	K52.9
DOID:4798	C96.2
DOID:13270	E80.0
DOID:0060181	K55.9
DOID:0060184	K52.89
DOID:2135	C71.2
DOID:3463	N60-N65
DOID:3463	N64.9
DOID:0060183	K52.89
DOID:13271	E80.0
DOID:0060186	K52
DOID:0060185	A04.7
DOID:0060188	K50.0
DOID:0060187	K52
DOID:0060189	K52.9
DOID:2122	A21.2
DOID:0060191	K50.0
DOID:0060190	K52.9
DOID:0060193	G12.2
DOID:0060192	K50.1
DOID:0060194	G12.2
DOID:0060196	G12.2
DOID:4730	J30.0
DOID:3401	E22.2
DOID:13258	A01.0
DOID:13258	A01.00
DOID:4737	F45
DOID:4737	F45.0
DOID:4737	F45.9
DOID:13269	E80.29
DOID:13268	E80.20
DOID:13226	A21.1
DOID:14557	I27.0
DOID:4751	G23.2
DOID:3429	G72.41
DOID:3426	H81
DOID:3426	H81.9
DOID:3426	H81.90
DOID:13238	A25.1
DOID:4744	O43.21
DOID:13241	M35.2
DOID:3418	G52
DOID:13240	K03.3
DOID:10971	N70.0
DOID:10971	N70.03
DOID:10972	N70
DOID:10972	N70.9
DOID:10972	N70.93
DOID:10973	N70.01
DOID:10974	N70.92
DOID:10976	N03.2
DOID:10986	M46.4
DOID:10989	H11.41
DOID:10952	N05
DOID:10952	N08
DOID:10955	B78
DOID:10955	B78.9
DOID:10963	H71.0
DOID:10963	H71.00
DOID:10964	H71
DOID:10965	G80.1
DOID:10966	N04
DOID:10930	F60.3
DOID:10931	F60.7
DOID:10932	F60.5
DOID:10933	F42
DOID:10934	F44.81
DOID:10935	F44.9
DOID:10935	F48.9
DOID:10936	F60.1
DOID:10937	F63.9
DOID:10938	F60.0
DOID:10939	F60.2
DOID:10944	K14
DOID:10944	K14.9
DOID:7033	B81.0
DOID:9697	A54.33
DOID:9698	A54.39
DOID:9699	P39.1
DOID:10914	R41.3
DOID:13195	E04.0
DOID:13195	E04.9
DOID:13198	E01.0
DOID:13198	E01.2
DOID:10921	A77.2
DOID:10923	D57
DOID:10923	D57.1
DOID:10923	D57.2
DOID:10923	D57.20
DOID:10927	K28.0
DOID:0110861	Q61.1
DOID:0110857	H18.50
DOID:0110856	H18.50
DOID:9669	H25
DOID:0110855	H18.50
DOID:9667	O20.0
DOID:0110853	Q77.3
DOID:8337	K37
DOID:0110852	Q77.3
DOID:0110851	Q77.3
DOID:0110850	Q82.1
DOID:9650	H55.0
DOID:9650	H55.00
DOID:9651	I50.20
DOID:0110847	Q82.1
DOID:0110846	Q82.1
DOID:0110845	Q82.1
DOID:0110844	Q82.1
DOID:0110843	Q82.1
DOID:0110842	H35.5
DOID:0110841	H35.5
DOID:0110840	H35.5
DOID:9655	K13.2
DOID:9655	K13.21
DOID:0110849	Q82.1
DOID:0110848	Q82.1
DOID:9681	N88.3
DOID:9682	A95
DOID:9682	A95.9
DOID:0110836	H35.5
DOID:0110835	H35.5
DOID:0110834	H35.5
DOID:0110833	H35.5
DOID:0110832	H35.5
DOID:0110831	H35.5
DOID:0110830	H35.5
DOID:0110839	H35.5
DOID:0110838	H35.5
DOID:0110837	H35.5
DOID:9675	J43.8
DOID:9672	A69.0
DOID:9673	K12.1
DOID:0110825	G11.4
DOID:0110824	G11.4
DOID:0110823	G11.4
DOID:0110822	G11.4
DOID:0110820	G11.4
DOID:0110829	H35.5
DOID:0110828	H35.5
DOID:0110827	H35.5
DOID:0110826	H35.5
DOID:9620	N13.7
DOID:9620	N13.70
DOID:9621	N28.1
DOID:9622	N28.81
DOID:0050782	E16.4
DOID:0050779	Q87.8
DOID:9617	R80.2
DOID:0050777	Q04.3
DOID:10997	H25.09
DOID:9640	A07.8
DOID:9649	H55.01
DOID:0050768	E88.8
DOID:0050766	E78.6
DOID:9643	B60.0
DOID:0050764	Q87.8
DOID:9637	K12.1
DOID:0050759	G71.1
DOID:0050759	G71.19
DOID:334	F60.4
DOID:2073	P78.0
DOID:348	H02.3
DOID:345	N85.9
DOID:3393	I20-I25
DOID:3393	I25
DOID:3393	I25.1
DOID:3393	I25.10
DOID:3393	I25.9
DOID:3393	K76.1
DOID:3390	L85.2
DOID:355	C96.2
DOID:350	Q82.2
DOID:319	G95.9
DOID:318	G12.21
DOID:2092	M12.8
DOID:2095	C44
DOID:321	G04.1
DOID:320	G95.1
DOID:2089	K59.0
DOID:2089	K59.00
DOID:2088	K59.02
DOID:332	G12.21
DOID:331	G96.9
DOID:10499	H05.11
DOID:379	H60-H62
DOID:379	H61.9
DOID:2030	F41.9
DOID:2033	F80.9
DOID:3362	I25.41
DOID:384	I45.6
DOID:381	M00-M02
DOID:381	M12.9
DOID:381	M19.90
DOID:381	M25.9
DOID:2021	C58
DOID:397	I42.5
DOID:396	I42.3
DOID:2051	J32.0
DOID:2050	J01.0
DOID:2050	J01.00
DOID:3388	K05.6
DOID:2055	F43.1
DOID:2055	F43.10
DOID:10480	Q79.1
DOID:365	N32.9
DOID:10481	J98.6
DOID:363	C55
DOID:10485	Q39.0
DOID:10486	Q41.1
DOID:10487	Q43.1
DOID:10488	Q42.3
DOID:367	G52.0
DOID:2048	K75.4
DOID:0110182	G60.0
DOID:14019	A23.3
DOID:14018	K70.3
DOID:0110189	H35.5
DOID:0110188	H35.5
DOID:0110187	G60.0
DOID:0110186	G60.0
DOID:0110185	G60.0
DOID:0110184	G60.0
DOID:0110183	G60.0
DOID:3322	E75.19
DOID:3323	E75.01
DOID:3324	F30-F39
DOID:3324	F39
DOID:3320	E75.02
DOID:3321	E75.0
DOID:3321	E75.00
DOID:14022	M89.0
DOID:14022	M89.00
DOID:14021	M94.0
DOID:14026	D52
DOID:14026	D52.9
DOID:3326	D69.2
DOID:4658	D47.0
DOID:0110170	G60.0
DOID:0110179	G60.0
DOID:0110177	G60.0
DOID:0110175	G60.0
DOID:0110174	G60.0
DOID:0110173	G60.0
DOID:3312	F31
DOID:3312	F31.9
DOID:4644	Q81.0
DOID:5976	I65.9
DOID:4645	C69.2
DOID:0110169	G60.0
DOID:3310	L20
DOID:3310	L20.81
DOID:3310	L20.9
DOID:3315	D17
DOID:3315	D17.9
DOID:0110160	G60.0
DOID:0110168	G60.0
DOID:0110167	G60.0
DOID:0110166	G60.0
DOID:0110165	G60.0
DOID:0110164	G60.0
DOID:0110163	G60.0
DOID:0110161	G60.0
DOID:2012	D81.4
DOID:4676	N19
DOID:4677	H16
DOID:4677	H16.9
DOID:0110159	G60.0
DOID:0110158	G60.0
DOID:4674	E34.5
DOID:4674	E34.50
DOID:4674	E34.51
DOID:14000	H21.1
DOID:2018	E16.1
DOID:0110157	G60.0
DOID:0110156	G60.0
DOID:0110155	G60.0
DOID:0110154	G60.0
DOID:0110153	G60.0
DOID:0110152	G60.0
DOID:0110151	G60.0
DOID:0110150	G60.0
DOID:4664	H16.12
DOID:2000	H68.0
DOID:2000	H68.00
DOID:2000	H68.009
DOID:4660	D47.0
DOID:0110149	G60.0
DOID:0110148	G60.0
DOID:0110147	E26.8
DOID:2007	H35.3
DOID:4606	C24.0
DOID:310	E88.42
DOID:4607	C24.9
DOID:4603	Q80.3
DOID:0110193	G60.0
DOID:0110192	G60.0
DOID:0110191	G60.0
DOID:0110190	G60.0
DOID:0110199	G60.0
DOID:0110198	G60.0
DOID:0110197	G60.0
DOID:0110196	G60.0
DOID:0110195	G60.0
DOID:0110194	G60.0
DOID:4621	Q04.2
DOID:4624	Q78.4
DOID:4626	Q04.3
DOID:8295	B86
DOID:11714	O24.4
DOID:11716	R73.09
DOID:11717	P70.2
DOID:11719	G71.0
DOID:4706	C71.7
DOID:0110146	E26.8
DOID:0110145	E26.8
DOID:0110144	E26.8
DOID:9584	A92.2
DOID:0110143	E26.8
DOID:0110142	E26.8
DOID:0110141	Q87.89
DOID:8252	J31.0
DOID:0110140	Q87.89
DOID:0110139	Q87.89
DOID:0110138	Q87.89
DOID:0110137	Q87.89
DOID:0110136	Q87.89
DOID:9589	N21.1
DOID:0110135	Q87.89
DOID:0110134	Q87.89
DOID:0110133	Q87.89
DOID:0110132	Q87.89
DOID:9574	Q30.0
DOID:0110131	Q87.89
DOID:0110130	Q87.89
DOID:0110129	Q87.89
DOID:0110128	Q87.89
DOID:0110127	Q87.89
DOID:0110126	Q87.89
DOID:9577	P37.5
DOID:0110125	Q87.89
DOID:0110124	Q87.89
DOID:0110123	Q87.89
DOID:0110122	Q13.8
DOID:0110121	Q13.8
DOID:0110120	Q13.8
DOID:0110119	D47.9
DOID:0110118	H35.5
DOID:0110117	D72.8
DOID:0110116	D47.9
DOID:0110115	D47.9
DOID:0110114	Q21.1
DOID:9590	N21
DOID:9590	N21.9
DOID:0110113	Q21.1
DOID:0110112	Q21.1
DOID:9598	M72.9
DOID:0110111	Q21.1
DOID:0110110	Q21.1
DOID:0110109	Q21.1
DOID:0110108	Q21.1
DOID:0110107	Q21.1
DOID:0110106	Q21.1
DOID:10456	J35.01
DOID:11787	D73.2
DOID:10457	A48.1
DOID:10459	J00
DOID:10460	J00
DOID:10460	J31.1
DOID:11797	J37.0
DOID:8200	A52
DOID:8200	A52.3
DOID:8200	A52.9
DOID:9531	A53.0
DOID:9537	A96.2
DOID:9538	C90.0
DOID:9538	C90.00
DOID:9534	A15.0
DOID:10471	M76.5
DOID:10471	M76.50
DOID:10439	H16.05
DOID:9565	Q24.0
DOID:9563	J47
DOID:9563	J47.9
DOID:289	N80
DOID:289	N80.9
DOID:288	N80.0
DOID:285	C91.4
DOID:285	C91.40
DOID:10440	H16.06
DOID:11771	H55.03
DOID:10441	H16.04
DOID:11772	H44.53
DOID:10442	H16.03
DOID:10443	H20.05
DOID:10444	H16.02
DOID:10445	H16.07
DOID:9553	E27.9
DOID:11781	H52.22
DOID:11782	H52.2
DOID:11782	H52.20
DOID:11746	C57.3
DOID:11747	C57.4
DOID:11748	C57.2
DOID:9506	J01.2
DOID:9506	J01.20
DOID:9507	J32.2
DOID:9505	F12
DOID:9505	F12.1
DOID:9503	J82
DOID:9500	D72.9
DOID:11750	A37.1
DOID:11754	H44.32
DOID:10426	Q76.1
DOID:10428	H18.61
DOID:11759	D50
DOID:11720	G71.0
DOID:11721	E74.09
DOID:11722	G71.11
DOID:11724	G71.0
DOID:11725	Q87.1
DOID:11727	G71.0
DOID:9521	E34.3
DOID:11729	A69.2
DOID:11729	A69.20
DOID:9513	C90.1
DOID:9513	C90.10
DOID:9512	H10.42
DOID:456	B77
DOID:456	B77.9
DOID:3277	C37
DOID:437	G70.0
DOID:437	G70.00
DOID:436	C38.2
DOID:440	G70.9
DOID:446	E26
DOID:446	E26.9
DOID:445	E26.81
DOID:3292	B04
DOID:450	G71.1
DOID:10377	H53.02
DOID:10378	H53.01
DOID:3240	J69.0
DOID:3241	J69.1
DOID:10383	G54.5
DOID:10393	M89.4
DOID:10398	A20.2
DOID:3263	E70.39
DOID:3265	D71
DOID:11693	K04.4
DOID:483	D18.0
DOID:11695	I81
DOID:10366	C63.0
DOID:10371	A66
DOID:10371	A66.9
DOID:10375	H53.03
DOID:10376	H53.00
DOID:3204	Q85.03
DOID:0110292	G71.0
DOID:0110291	H35.5
DOID:0110299	G71.0
DOID:0110298	G71.0
DOID:0110297	G71.0
DOID:0110296	G71.0
DOID:0110295	G71.0
DOID:0110294	G71.0
DOID:0110293	G71.0
DOID:0110281	G71.0
DOID:0110280	G71.0
