DO_ID	MESH_ID
DOID:1407	D014606
DOID:2738	D011561
DOID:1406	D007500
DOID:2736	D030981
DOID:2736	D031845
DOID:2718	D006468
DOID:2723	D003872
DOID:2722	D000169
DOID:2725	D018324
DOID:13722	D020818
DOID:13724	D012614
DOID:13725	D001602
DOID:12400	D007174
DOID:12401	D007174
DOID:12402	D005391
DOID:13732	D010202
DOID:12403	D014008
DOID:6263	D058922
DOID:6262	D054740
DOID:13709	D061686
DOID:13711	D009050
DOID:13714	D000848
DOID:8893	D011565
DOID:8892	D017515
DOID:7566	D057090
DOID:0060402	D054221
DOID:0060407	C536580
DOID:0060406	C538309
DOID:0060408	C567810
DOID:7551	D006069
DOID:8881	D012393
DOID:7558	D020435
DOID:8886	D002825
DOID:0060418	C536808
DOID:0060419	C567184
DOID:0060410	C535362
DOID:6255	D049912
DOID:6245	C537750
DOID:0060556	C537177
DOID:0060559	C537194
DOID:11029	D059407
DOID:0060550	C535557
DOID:8736	D012899
DOID:7400	D049932
DOID:11030	D015715
DOID:12361	D006111
DOID:12365	D008288
DOID:8738	D052798
DOID:11037	D000647
DOID:0060567	C535509
DOID:11038	D003861
DOID:0060569	C535572
DOID:0060560	C564369
DOID:0060562	D063748
DOID:0060561	C580047
DOID:0060563	C566815
DOID:0060566	C535327
DOID:0060565	C535313
DOID:8725	D015140
DOID:8725	D015161
DOID:11042	D005258
DOID:11044	D020139
DOID:12375	D001996
DOID:8729	D011213
DOID:12376	D014897
DOID:12377	D009134
DOID:12336	D007248
DOID:12337	D014646
DOID:0060570	D014381
DOID:0060573	D056725
DOID:0060574	D056728
DOID:7426	C531621
DOID:7427	D000881
DOID:8757	D005758
DOID:11014	C537771
DOID:0060589	C536719
DOID:12347	D010013
DOID:13677	D020083
DOID:8743	D016731
DOID:0060591	C536697
DOID:8741	D012628
DOID:0060590	C567043
DOID:12318	D003317
DOID:0060597	D054438
DOID:0060599	C538336
DOID:12328	D011502
DOID:12332	D006398
DOID:13664	D004673
DOID:13622	D002169
DOID:13628	D005236
DOID:8712	C537392
DOID:8712	D009456
DOID:8712	D016518
DOID:8712	D017253
DOID:8719	D002278
DOID:8717	D003668
DOID:13636	D005199
DOID:12305	D007184
DOID:12306	D014820
DOID:12308	D007566
DOID:12309	D014582
DOID:8704	D006558
DOID:13641	D017889
DOID:1260	D010249
DOID:2590	C535761
DOID:2598	D007822
DOID:2596	D007822
DOID:2580	D018902
DOID:1252	D014257
DOID:2583	D000361
DOID:2582	D020642
DOID:2581	D002806
DOID:1255	D014252
DOID:1254	D014253
DOID:1285	D012002
DOID:1283	D006547
DOID:1289	D019636
DOID:1287	D002318
DOID:1270	D013683
DOID:1273	D018357
DOID:1272	D013684
DOID:1279	D015835
DOID:1278	D020333
DOID:3883	D003123
DOID:2555	D020293
DOID:1222	D002357
DOID:2559	D009293
DOID:1227	D009503
DOID:2557	D002357
DOID:2556	D011081
DOID:11077	D002006
DOID:1229	D012563
DOID:3875	D013924
DOID:11080	D009198
DOID:1210	D009902
DOID:1217	D005213
DOID:2548	D020195
DOID:11088	D001238
DOID:3876	D003112
DOID:3877	D003109
DOID:1219	D004011
DOID:3878	D007418
DOID:1218	D004451
DOID:11049	D008471
DOID:1240	D007938
DOID:2571	C538636
DOID:2571	D006646
DOID:2570	D015620
DOID:1245	D014846
DOID:12382	D017029
DOID:12384	D004403
DOID:11054	D001749
DOID:12385	D004405
DOID:1247	D001778
DOID:11055	D010326
DOID:12386	D001447
DOID:12387	D018500
DOID:12388	D020790
DOID:2562	D010482
DOID:2560	D009021
DOID:3896	D006607
DOID:1235	D005329
DOID:2566	D003317
DOID:3890	D017118
DOID:2565	D003317
DOID:3891	D010927
DOID:11060	D010923
DOID:1233	D014190
DOID:3892	D007340
DOID:3892	D007516
DOID:3893	D018251
DOID:2569	D015593
DOID:2568	D002575
DOID:12397	D004774
DOID:12399	D005715
DOID:3962	D018263
DOID:3963	D013964
DOID:2636	D001948
DOID:3968	D018265
DOID:3969	C536915
DOID:2634	D003537
DOID:3952	D000303
DOID:3953	D000310
DOID:2626	D020288
DOID:3982	D008538
DOID:3983	D009814
DOID:3985	D010029
DOID:2653	D054363
DOID:3981	D006211
DOID:2658	D003884
DOID:1328	D012295
DOID:3973	C536914
DOID:1312	D005923
DOID:2643	D054973
DOID:2640	D013330
DOID:2645	D008654
DOID:1319	D001932
DOID:2649	D002804
DOID:6196	D016918
DOID:6193	D012509
DOID:6195	D003231
DOID:3927	C535549
DOID:3906	D001984
DOID:3908	D002289
DOID:3910	C538231
DOID:3911	D011371
DOID:2609	D018194
DOID:3946	D047748
DOID:3947	D000308
DOID:3948	D018268
DOID:2615	D010212
DOID:3928	D000274
DOID:2602	D002812
DOID:3933	D000868
DOID:13603	D041781
DOID:13608	D001656
DOID:7489	D055034
DOID:13619	D001651
DOID:7475	D004238
DOID:13620	D054092
DOID:3904	D002283
DOID:3901	D014847
DOID:8771	D004474
DOID:8778	D003424
DOID:6114	D008579
DOID:8761	D007947
DOID:0060537	C565375
DOID:0060536	C537475
DOID:0060538	D055665
DOID:6132	D001991
DOID:6132	D029481
DOID:0060549	C537908
DOID:8781	D012409
DOID:6128	D018302
DOID:6126	C563020
DOID:7457	D010123
DOID:14415	D007873
DOID:14418	D004320
DOID:8616	D010411
DOID:14422	D004154
DOID:8619	D006970
DOID:14423	D020435
DOID:9931	D014884
DOID:13100	D020301
DOID:9938	D003607
DOID:7305	D018302
DOID:9965	D014123
DOID:8632	D012514
DOID:14400	D019559
DOID:14402	D011115
DOID:9957	D010522
DOID:9958	D006409
DOID:9955	D018636
DOID:8622	D008457
DOID:9953	D015456
DOID:8628	D006689
DOID:1187	D020429
DOID:9903	D017043
DOID:1184	D009404
DOID:1188	D020422
DOID:9909	D006726
DOID:9905	D000507
DOID:1172	D006953
DOID:1171	D006954
DOID:1176	D001982
DOID:9923	D019957
DOID:1192	D010524
DOID:1192	D018317
DOID:1143	D005099
DOID:2474	D003233
DOID:1142	D005099
DOID:2477	D015417
DOID:13174	D009759
DOID:1148	C562429
DOID:1148	D017689
DOID:2479	D014717
DOID:10907	D008831
DOID:10908	D006849
DOID:3798	D016724
DOID:1134	D005889
DOID:13186	D004931
DOID:13185	D045723
DOID:1138	D008579
DOID:13189	D006073
DOID:13189	D015210
DOID:2491	D009477
DOID:2494	D016888
DOID:2493	D020252
DOID:1168	D006949
DOID:1168	D006951
DOID:14482	D006559
DOID:2498	D014077
DOID:1166	C538103
DOID:14484	D013174
DOID:14483	D020150
DOID:2481	D013036
DOID:2485	D010760
DOID:1156	D002805
DOID:14495	D004377
DOID:13166	D001229
DOID:14497	D015223
DOID:14499	D000795
DOID:14498	D008065
DOID:3762	D030401
DOID:3763	D012734
DOID:3764	D030321
DOID:3765	D012734
DOID:1100	D010049
DOID:2431	D005918
DOID:13133	D017359
DOID:14464	D009459
DOID:2436	D005918
DOID:3766	D007973
DOID:3767	D019522
DOID:13137	D014897
DOID:3753	D022861
DOID:13140	D015829
DOID:13141	D014605
DOID:14472	D018804
DOID:2426	D005729
DOID:3755	D020152
DOID:3756	D020151
DOID:2452	D019851
DOID:2451	D018455
DOID:3781	D000858
DOID:1123	D025242
DOID:3783	D038921
DOID:1129	D010899
DOID:2457	D003233
DOID:13117	D010304
DOID:14448	D006061
DOID:14447	D006059
DOID:14449	D006060
DOID:2444	D006964
DOID:3770	D011658
DOID:3772	D008579
DOID:14451	D020513
DOID:2449	D000172
DOID:14450	D023961
DOID:1116	D001885
DOID:1116	D014917
DOID:14453	D005203
DOID:14452	D020514
DOID:3777	D016460
DOID:14457	D002007
DOID:3840	D003397
DOID:3842	D019292
DOID:2510	D020232
DOID:3847	D003397
DOID:2513	D002280
DOID:2513	D018295
DOID:2512	D001478
DOID:2519	D013733
DOID:2518	D009920
DOID:3846	D003397
DOID:10864	D015840
DOID:10865	D020434
DOID:3829	D010911
DOID:10866	D015840
DOID:2508	D001015
DOID:2508	D013625
DOID:10871	D008268
DOID:10834	D014843
DOID:3861	D008527
DOID:3864	D008527
DOID:2533	D013159
DOID:2531	D019337
DOID:1206	D015518
DOID:3869	D008527
DOID:1205	D006967
DOID:2536	D020277
DOID:2538	D018887
DOID:3868	D008527
DOID:10841	D020242
DOID:10843	D020241
DOID:10844	D004672
DOID:10845	D004674
DOID:10849	D008398
DOID:3852	D010580
DOID:2529	D013158
DOID:3856	D005834
DOID:2527	D009401
DOID:10817	D012448
DOID:13094	D015356
DOID:13096	D018860
DOID:13095	D014715
DOID:13098	D015356
DOID:3803	D003414
DOID:13097	D002537
DOID:3805	D017499
DOID:13099	D009072
DOID:10824	D006974
DOID:10825	C562386
DOID:7398	D018242
DOID:0050495	D005077
DOID:3818	D017454
DOID:3819	D011040
DOID:0050486	D005076
DOID:3825	D012790
DOID:13078	D008271
DOID:3827	D006548
DOID:3828	D000238
DOID:3821	D020762
DOID:10808	D013276
DOID:0050475	D056846
DOID:13087	D008151
DOID:0050474	D056770
DOID:0050473	D056769
DOID:13089	D020765
DOID:0050472	D056734
DOID:13088	D007969
DOID:3817	D003389
DOID:0050477	D056929
DOID:0050476	D056889
DOID:0050471	D056733
DOID:0050470	D056731
DOID:7365	D000796
DOID:8691	D009182
DOID:8692	D007951
DOID:6039	C536494
DOID:0050469	D056685
DOID:0050464	D055577
DOID:0050463	D055036
DOID:0050462	D054882
DOID:0050461	D054880
DOID:0050468	D056684
DOID:0050467	D056266
DOID:0050466	D055947
DOID:0050465	D055653
DOID:0050460	D054877
DOID:8683	D023981
DOID:8681	D020364
DOID:0050459	D054559
DOID:0050458	D054429
DOID:8689	D000856
DOID:0050453	D054082
DOID:0050452	D054078
DOID:0050451	D053840
DOID:0050450	D053579
DOID:0050457	D054331
DOID:0050456	D054312
DOID:0050454	D054091
DOID:6050	D004935
DOID:0050449	D053549
DOID:0050448	D053529
DOID:0050441	D052517
DOID:0050440	D052496
DOID:0050445	D053098
DOID:0050444	D052919
DOID:0050439	D052245
DOID:0050438	D052159
DOID:0050437	D052120
DOID:0050436	D050336
DOID:0050431	D019571
DOID:0050430	D018813
DOID:0050434	D050030
DOID:0050433	D034062
DOID:0050432	D020817
DOID:8651	D006689
DOID:0050428	D015776
DOID:8659	D002644
DOID:0050427	D014983
DOID:0050426	D013262
DOID:9988	D009494
DOID:0050425	D012148
DOID:9986	C537131
DOID:0050429	D016506
DOID:8654	D006689
DOID:0050424	D011125
DOID:9972	D006986
DOID:9970	D009765
DOID:8649	D014062
DOID:9975	D019970
DOID:8645	D003693
DOID:9976	D006556
DOID:8643	D004382
DOID:8677	D020345
DOID:8675	D008228
DOID:10881	D006232
DOID:10882	D011000
DOID:10883	D006557
DOID:10887	D015440
DOID:9993	D007003
DOID:6000	D006333
DOID:10892	D007021
DOID:9821	D015794
DOID:9827	C562408
DOID:9828	D009357
DOID:14305	D004654
DOID:14308	D000796
DOID:1091	D014076
DOID:1094	D001289
DOID:1099	D017085
DOID:1098	D004899
DOID:9810	D010488
DOID:9840	D004948
DOID:9848	D018159
DOID:8515	D011660
DOID:9849	D008575
DOID:8505	D003874
DOID:8506	D010391
DOID:9837	D013285
DOID:9834	D006956
DOID:8504	D007169
DOID:9835	D012030
DOID:8501	D058499
DOID:8508	D012872
DOID:1062	D005198
DOID:1060	D006250
DOID:1064	D003554
DOID:1063	D009395
DOID:2394	D010051
DOID:1067	D005902
DOID:2382	D007647
DOID:2384	D014899
DOID:2383	D007567
DOID:1056	D009800
DOID:1080	D005368
DOID:1082	D004184
DOID:1081	D008368
DOID:1088	D008588
DOID:9801	D014395
DOID:1085	C580500
DOID:1089	D016135
DOID:9809	D018366
DOID:9808	D019867
DOID:1073	D006977
DOID:1070	C562750
DOID:1074	D051437
DOID:1079	D012719
DOID:1022	D010874
DOID:2352	D006432
DOID:2351	D019189
DOID:3687	D017241
DOID:1025	D015441
DOID:1024	D007918
DOID:2355	D000740
DOID:3683	D008175
DOID:1023	D015439
DOID:2354	D000750
DOID:1029	D010245
DOID:3689	D020968
DOID:2340	D003398
DOID:3677	D016726
DOID:3671	D010497
DOID:3672	D018335
DOID:2349	D001161
DOID:2348	D050197
DOID:13068	D012080
DOID:1040	D015451
DOID:2373	D004612
DOID:2378	D020529
DOID:2377	D009103
DOID:13034	D012061
DOID:14365	C536778
DOID:13033	D001446
DOID:3690	D020516
DOID:2364	D011186
DOID:2361	D000748
DOID:1037	D007945
DOID:2368	D005733
DOID:2367	D019150
DOID:2366	D014901
DOID:2365	D014901
DOID:13042	D010547
DOID:1039	D015463
DOID:4972	D054437
DOID:3642	D004652
DOID:4974	D000187
DOID:3644	D007029
DOID:2312	D009617
DOID:4970	D020238
DOID:4971	D055728
DOID:3649	D015325
DOID:2316	D002545
DOID:4976	D004604
DOID:4977	D008209
DOID:4961	D001855
DOID:4962	D010495
DOID:3633	D044905
DOID:4964	D000275
DOID:4964	D003866
DOID:4964	D009497
DOID:14350	D013969
DOID:2300	D013169
DOID:4960	D009196
DOID:4969	D005862
DOID:2303	D019956
DOID:13025	D012178
DOID:3635	D020294
DOID:13027	D020236
DOID:13026	D060368
DOID:4968	D009347
DOID:14319	D011001
DOID:3663	D034701
DOID:3665	D034701
DOID:4997	D003966
DOID:4990	D020329
DOID:1003	D000292
DOID:3660	D021182
DOID:1002	D004716
DOID:4992	D020339
DOID:2339	D003394
DOID:2338	D008339
DOID:14323	D008382
DOID:4998	D015826
DOID:3669	D007383
DOID:2320	D008173
DOID:3652	D007888
DOID:3650	D000140
DOID:2321	D004415
DOID:3651	D015324
DOID:14330	D010300
DOID:13001	D016893
DOID:14332	D010301
DOID:2326	D005759
DOID:13003	D014715
DOID:13002	D013349
DOID:4988	D019512
DOID:4989	D010195
DOID:3659	D029461
DOID:3721	D010954
DOID:10718	D005873
DOID:2411	D016586
DOID:3748	C562729
DOID:3737	D018289
DOID:2409	D012227
DOID:3733	D013801
DOID:7280	D005887
DOID:14284	D046788
DOID:14283	D010004
DOID:14286	D001177
DOID:14289	D004437
DOID:14291	D044542
DOID:0050597	D012554
DOID:0050597	D012555
DOID:0050591	D000848
DOID:8573	D017513
DOID:8577	D003093
DOID:0050589	D015212
DOID:8564	D008048
DOID:9893	D010520
DOID:8567	D006689
DOID:8568	D007244
DOID:8566	D006561
DOID:8596	D012541
DOID:8593	D007951
DOID:8584	D002051
DOID:8580	D054747
DOID:10773	D010930
DOID:9861	D014391
DOID:8538	D008228
DOID:9869	D005633
DOID:8536	D006562
DOID:8534	D005764
DOID:8533	D007012
DOID:10780	C536842
DOID:10782	D008640
DOID:10783	D008708
DOID:10787	D008594
DOID:9856	D013590
DOID:9854	D009069
DOID:0050534	C537743
DOID:10791	D015522
DOID:10794	D015524
DOID:10754	D010033
DOID:10755	D059270
DOID:8552	D015464
DOID:8553	D017511
DOID:9884	D009136
DOID:0110633	C535683
DOID:0050523	D015459
DOID:10762	D006975
DOID:10763	D006973
DOID:8541	D012751
DOID:7211	D008579
DOID:9870	D005693
DOID:7210	D008579
DOID:7213	D008579
DOID:8545	D008305
DOID:7212	D008579
DOID:8543	D006689
DOID:8544	D015673
DOID:10772	D011697
DOID:9700	D003234
DOID:13336	D014125
DOID:14669	C538179
DOID:0050619	D010255
DOID:14671	C562441
DOID:14670	C537632
DOID:12010	D018917
DOID:9726	D020255
DOID:13317	D046768
DOID:13316	D010188
DOID:9719	D018630
DOID:14654	D011472
DOID:2272	D002181
DOID:2275	D010608
DOID:2275	D010612
DOID:2273	D014848
DOID:2277	D006058
DOID:3590	D006828
DOID:3590	D031901
DOID:3594	D002822
DOID:3596	D018245
DOID:13300	D012544
DOID:0060013	D053632
DOID:2297	D007922
DOID:2297	D014895
DOID:0060020	C538361
DOID:0060025	D017098
DOID:2282	D016575
DOID:2280	D017497
DOID:4890	D020190
DOID:2231	D005175
DOID:3565	D008577
DOID:3565	D008579
DOID:4897	D001650
DOID:2236	D000347
DOID:2235	D007020
DOID:2234	D004828
DOID:2237	D006521
DOID:4885	D003121
DOID:2224	D013920
DOID:2223	D010981
DOID:2222	D005171
DOID:12096	D011906
DOID:2229	D005173
DOID:2228	D013922
DOID:12098	D014277
DOID:3557	D013478
DOID:3558	D004380
DOID:4889	D014388
DOID:4889	D018601
DOID:3559	D011553
DOID:0060055	C562509
DOID:0060058	D008223
DOID:2253	D002577
DOID:3587	D021441
DOID:0060061	D016410
DOID:2256	D010009
DOID:13399	D003117
DOID:3575	D020226
DOID:3576	D020225
DOID:3577	D012707
DOID:2247	D055009
DOID:3571	D008113
DOID:3572	D012851
DOID:3574	D020227
DOID:4851	D001254
DOID:3522	D014854
DOID:3523	D020526
DOID:13371	D012612
DOID:3528	D020243
DOID:13372	D019896
DOID:3529	D020512
DOID:13375	D013700
DOID:13374	D009221
DOID:3525	D020244
DOID:3526	D002544
DOID:13378	D009080
DOID:3527	D002539
DOID:3512	D018319
DOID:4843	D018315
DOID:13382	D000749
DOID:13381	D000752
DOID:12053	D003453
DOID:13386	C571911
DOID:4844	D004806
DOID:14679	C536534
DOID:4873	D016472
DOID:2214	D025861
DOID:2213	D006474
DOID:2212	D020147
DOID:3540	D016545
DOID:2211	D005177
DOID:3541	D002551
DOID:13351	D010378
DOID:2218	D001791
DOID:14681	D056730
DOID:2217	D001606
DOID:2216	D005166
DOID:14683	C536036
DOID:2215	D005168
DOID:14686	C535679
DOID:13357	D046789
DOID:14687	C536170
DOID:2219	D013915
DOID:13359	D004535
DOID:12028	D006929
DOID:12029	D009879
DOID:3534	D020192
DOID:3530	D034081
DOID:12030	D015864
DOID:14693	D004476
DOID:14692	D019082
DOID:13364	D021081
DOID:14695	D005693
DOID:14694	C535880
DOID:13366	D016750
DOID:3535	D020194
DOID:4866	D003528
DOID:14699	C536940
DOID:4929	D000230
DOID:3602	D020258
DOID:3603	D018282
DOID:4926	D002282
DOID:4927	D018285
DOID:4928	D018281
DOID:4922	C537535
DOID:3620	D016543
DOID:4952	D016262
DOID:4953	D011051
DOID:3627	D001014
DOID:3627	D001019
DOID:4959	D016108
DOID:3611	D015882
DOID:3616	D018206
DOID:4947	D018281
DOID:3618	D015174
DOID:3612	D012173
DOID:4943	D065311
DOID:3613	D017825
DOID:3614	D017436
DOID:7165	D013968
DOID:8498	C537743
DOID:7166	D013966
DOID:8499	D009755
DOID:8483	D015356
DOID:8488	D006831
DOID:4908	D001005
DOID:7188	D013967
DOID:4914	C562730
DOID:4916	D010911
DOID:7173	C563020
DOID:4903	D000230
DOID:4905	C562463
DOID:9784	D014235
DOID:8454	D012257
DOID:0110737	C548080
DOID:0110734	C538421
DOID:8457	D010383
DOID:8455	D026681
DOID:9786	D011052
DOID:8456	D002796
DOID:8442	D007418
DOID:8440	D045823
DOID:8446	D007443
DOID:9778	D043183
DOID:9775	D054144
DOID:8445	D045822
DOID:0050699	C538212
DOID:0050699	C564487
DOID:0050699	D057973
DOID:8476	D008061
DOID:8472	D012594
DOID:7147	D013167
DOID:7146	D054752
DOID:7148	D001172
DOID:8478	D000196
DOID:0050681	C536575
DOID:0050686	D009371
DOID:8465	D041441
DOID:8463	D003320
DOID:8461	D058540
DOID:9790	D007816
DOID:8469	D007251
DOID:8466	D012162
DOID:9740	D017562
DOID:9741	D001660
DOID:9746	D006484
DOID:9744	D003922
DOID:9743	D003929
DOID:9733	D014398
DOID:0050651	D004694
DOID:0050654	C536788
DOID:8432	D011086
DOID:8439	D011178
DOID:0050647	C535388
DOID:8437	D007415
DOID:9768	D006322
DOID:8438	D000343
DOID:9766	C536762
DOID:9767	D017682
DOID:9765	D041882
DOID:0050747	D008258
DOID:0050746	D020522
DOID:0050742	D014029
DOID:0050741	D010610
DOID:2187	D000567
DOID:14550	D012391
DOID:13223	D007889
DOID:14555	D009901
DOID:14515	D017624
DOID:9602	D019115
DOID:9600	D036981
DOID:14525	D012202
DOID:13200	D006045
DOID:0060119	D010610
DOID:3480	D014603
DOID:3481	D010930
DOID:3482	D010930
DOID:2155	C562841
DOID:2154	D009396
DOID:3488	D002481
DOID:0050700	D009202
DOID:3486	D009335
DOID:0110937	C536056
DOID:14501	D016111
DOID:14500	D005645
DOID:14503	D009472
DOID:14502	D015217
DOID:14504	D009542
DOID:14504	D052556
DOID:0060123	D012983
DOID:0060125	D006362
DOID:3478	D015811
DOID:3479	D014604
DOID:2149	D014401
DOID:2173	D005142
DOID:2170	D014627
DOID:2174	D005134
DOID:3490	D009634
DOID:3491	D014424
DOID:3492	D008947
DOID:3493	D018279
DOID:0060155	C531604
DOID:0060157	C531609
DOID:0060160	D014897
DOID:0060162	D020191
DOID:2113	D003048
DOID:4772	D018201
DOID:0060161	D055534
DOID:2112	D021865
DOID:4773	D018201
DOID:4765	D018202
DOID:4762	D018783
DOID:2106	D009224
DOID:3437	D007827
DOID:4769	C537516
DOID:4790	D018242
DOID:4796	D018489
DOID:0060180	D003092
DOID:4798	D034721
DOID:0060182	D046728
DOID:13270	D046351
DOID:0060181	D017091
DOID:0060184	D046730
DOID:3463	D001941
DOID:4794	D018242
DOID:0060183	D046729
DOID:13271	D017092
DOID:4795	D049290
DOID:0060185	D004761
DOID:0060189	D007079
DOID:3454	D020520
DOID:2120	D005489
DOID:3456	D002579
DOID:3457	D018275
DOID:3450	D010145
DOID:0060192	D003424
DOID:2123	D014406
DOID:13249	D011006
DOID:4730	D012223
DOID:4731	D012222
DOID:3401	D007177
DOID:13250	D003967
DOID:13252	D008641
DOID:3407	D002340
DOID:13254	D004239
DOID:4734	D002115
DOID:13258	D014435
DOID:3405	D015614
DOID:4737	D013001
DOID:4723	D019585
DOID:4724	D001929
DOID:13269	D046349
DOID:13268	D011164
DOID:4752	D012791
DOID:4752	D019578
DOID:4751	D020955
DOID:3429	D018979
DOID:3426	D015837
DOID:3410	D002341
DOID:3413	D008363
DOID:4744	D010921
DOID:13241	D001528
DOID:13240	D014091
DOID:3419	D019574
DOID:10974	D009869
DOID:10976	D015433
DOID:4810	D019294
DOID:10983	D009394
DOID:10986	D015299
DOID:10991	D020144
DOID:10992	D004684
DOID:10952	D009393
DOID:10955	D013322
DOID:4830	D018196
DOID:4837	D010015
DOID:3507	D018223
DOID:4839	D018266
DOID:10964	D018424
DOID:10965	D002547
DOID:10966	D009402
DOID:10968	D002547
DOID:10969	D006429
DOID:10970	D002547
DOID:10930	D001883
DOID:10931	D003859
DOID:10932	D003193
DOID:10933	D009771
DOID:10934	D009105
DOID:10935	D004213
DOID:10936	D012557
DOID:10937	D007174
DOID:10938	D010260
DOID:10939	D000987
DOID:10941	D002532
DOID:10944	D014060
DOID:7033	D017129
DOID:10914	D000647
DOID:8399	D014323
DOID:10915	D020915
DOID:13197	D006044
DOID:13196	D047268
DOID:13198	D006043
DOID:10923	D000755
DOID:10923	D006450
DOID:0110861	D016891
DOID:0110861	D017044
DOID:9663	D013281
DOID:7008	D001254
DOID:7007	D001254
DOID:7004	D049913
DOID:9667	D000033
DOID:8337	D001064
DOID:7005	D001254
DOID:9650	D009759
DOID:9651	D054143
DOID:9681	D002581
DOID:9682	D015004
DOID:9672	D009625
DOID:9673	D005892
DOID:0050791	C536665
DOID:0050797	C536662
DOID:0050796	C536010
DOID:9620	D014718
DOID:0050783	D020528
DOID:0050782	D015043
DOID:0050785	D020528
DOID:0050784	D020528
DOID:0050773	D010235
DOID:9640	D012523
DOID:9649	D020417
DOID:9643	D001404
DOID:9631	D010381
DOID:9637	D013280
DOID:0050759	D020967
DOID:339	D020436
DOID:338	D003390
DOID:334	D006677
DOID:2074	D007416
DOID:341	D001157
DOID:341	D016481
DOID:349	D034721
DOID:345	D014591
DOID:3393	D003324
DOID:3393	D003327
DOID:3393	D017202
DOID:3390	D007645
DOID:2065	D018252
DOID:355	D012515
DOID:350	D008415
DOID:319	D013118
DOID:318	D009134
DOID:322	D009187
DOID:321	D015493
DOID:327	D013595
DOID:326	D007511
DOID:326	D054058
DOID:2089	D003248
DOID:332	D000690
DOID:331	D002493
DOID:4692	D009877
DOID:2030	D001008
DOID:2034	D004678
DOID:4697	D018317
DOID:2033	D003147
DOID:3369	C563168
DOID:3369	D012512
DOID:3369	D018241
DOID:3362	D003323
DOID:384	D014927
DOID:381	D007592
DOID:3355	D005354
DOID:3355	D018218
DOID:399	D014375
DOID:399	D014376
DOID:397	D002313
DOID:3382	D008080
DOID:2051	D015523
DOID:3388	D010510
DOID:2055	D013313
DOID:3389	D010214
DOID:2059	D014845
DOID:3385	D016585
DOID:2058	D002178
DOID:10480	D003965
DOID:365	D001745
DOID:363	D014594
DOID:10485	D004933
DOID:10486	D007409
DOID:10487	D006627
DOID:10488	D001006
DOID:369	D018304
DOID:367	D020431
DOID:3371	D002813
DOID:2044	D056487
DOID:2043	D006509
DOID:2043	D019694
DOID:3373	D018217
DOID:2048	D019693
DOID:2047	D003699
DOID:374	D009748
DOID:14018	D008104
DOID:3322	D016537
DOID:3323	D012497
DOID:3324	D019964
DOID:3325	D011694
DOID:3320	D013661
DOID:3321	D020143
DOID:14021	D013991
DOID:3326	D011693
DOID:3327	D020938
DOID:3328	D004833
DOID:4659	D034801
DOID:3329	D019305
DOID:3312	D001714
DOID:4644	D016110
DOID:3314	D018207
DOID:4645	D019572
DOID:3310	D003876
DOID:3315	D008067
DOID:3315	D018205
DOID:14039	D016878
DOID:4648	D012175
DOID:2012	C536288
DOID:3345	D014973
DOID:4676	D014511
DOID:4677	D007634
DOID:3347	D012516
DOID:3347	D018213
DOID:4671	D005611
DOID:3341	D010002
DOID:3342	D010000
DOID:3343	D009081
DOID:4674	D013734
DOID:2018	D006946
DOID:14004	D017545
DOID:2001	D009463
DOID:5998	D005348
DOID:4660	D034721
DOID:3330	D020937
DOID:4661	D018777
DOID:3331	D017034
DOID:4662	D013786
DOID:3332	D006188
DOID:2006	D019773
DOID:4610	D007414
DOID:5940	D009442
DOID:4617	D010484
DOID:4618	D008441
DOID:4613	D020424
DOID:308	D004831
DOID:305	D002277
DOID:305	D009375
DOID:303	D019966
DOID:302	D019966
DOID:4606	D001650
DOID:310	D017243
DOID:4607	D001661
DOID:4608	D003138
DOID:4603	D017488
DOID:3301	D018238
DOID:3302	D002817
DOID:3308	D018236
DOID:3309	D009450
DOID:3304	D018237
DOID:3305	D018243
DOID:3307	D013724
DOID:4621	D016142
DOID:4624	D004687
DOID:4626	D006832
DOID:4627	D020240
DOID:11701	D017098
DOID:11702	D004406
DOID:8295	D012532
DOID:11712	D003923
DOID:11713	D003925
DOID:11714	D016640
DOID:0050061	D004887
DOID:11716	D011236
DOID:11719	D039141
DOID:4706	D015192
DOID:4702	D049328
DOID:9584	D004685
DOID:9588	D004660
DOID:9574	C562435
DOID:9574	D002754
DOID:9597	D007725
DOID:9598	D005208
DOID:10456	D014069
DOID:10457	D007877
DOID:10458	D007876
DOID:10459	D003139
DOID:9540	D017445
DOID:10460	D009304
DOID:8200	C536774
DOID:9531	D013592
DOID:9537	D007835
DOID:9538	D009101
DOID:9565	D003914
DOID:9562	D002925
DOID:9563	D001987
DOID:9561	D009302
DOID:289	D004715
DOID:288	D062788
DOID:285	D007943
DOID:11771	D009759
DOID:9553	D000307
DOID:299	D000230
DOID:11782	D001251
DOID:9507	D015521
DOID:9505	D002189
DOID:9503	D011657
DOID:9500	D007960
DOID:11755	D042883
DOID:10426	D007714
DOID:11759	D000747
DOID:11720	D049310
DOID:11721	D006014
DOID:11722	D009223
DOID:11723	D020388
DOID:11724	D049288
DOID:11725	D003635
DOID:11726	D020389
DOID:11727	D020391
DOID:9521	D046150
DOID:11729	D008193
DOID:11729	D020852
DOID:9513	D007952
DOID:456	D001196
DOID:3284	D013945
DOID:461	D009379
DOID:461	D019042
DOID:468	D006391
DOID:3275	D013945
DOID:3277	D013953
DOID:474	D006391
DOID:439	D020511
DOID:438	D020274
DOID:437	D009157
